Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;_1_XY;_2_XY;_3_XY;_4_XY;Position X;Position Y;Cluster
2016;District 6 Sigma;Imagination;Premium;  2068P;-4624, -5188;-4608, -5172;-4640, -5172;-4640, -5204;-4608, -5204;-4624.0000;-5188.0000;198
2017;District 7 Kappa;Community;Standard;2375S;-656, 3460;-640, 3476;-640, 3444;-672, 3444;-672, 3476;-656.0000;3460.0000;299
2018;District 7 Kappa;Community;Standard;2376S;-832, 3364;-816, 3380;-816, 3348;-848, 3348;-848, 3380;-832.0000;3364.0000;300
2019;District 7 Kappa;Community;Standard;2377S;-7296, -784;-7312, -768;-7312, -800;-7280, -800;-7280, -768;-7296.0000;-784.0000;301
2020;District 7 Kappa;Community;Standard;2378S;-7120, -896;-7136, -880;-7136, -912;-7104, -912;-7104, -880;-7120.0000;-896.0000;302
2021;District 7 Kappa;Community;Standard;2379S;-7120, -1088;-7136, -1072;-7136, -1104;-7104, -1104;-7104, -1072;-7120.0000;-1088.0000;303
2022;District 7 Kappa;Community;Standard;2380S;-7120, -1280;-7136, -1264;-7136, -1296;-7104, -1296;-7104, -1264;-7120.0000;-1280.0000;304
2023;District 7 Kappa;Community;Standard;2381S;-7472, -688;-7488, -672;-7488, -704;-7456, -704;-7456, -672;-7472.0000;-688.0000;305
2024;District 7 Kappa;Community;Standard;2382S;-8000, -976;-8016, -960;-8016, -992;-7984, -992;-7984, -960;-8000.0000;-976.0000;306
2025;District 7 Kappa;Community;Standard;2383S;-8000, -1168;-8016, -1152;-8016, -1184;-7984, -1184;-7984, -1152;-8000.0000;-1168.0000;307
2026;District 7 Kappa;Community;Standard;2384S;-8000, -1360;-8016, -1344;-8016, -1376;-7984, -1376;-7984, -1344;-8000.0000;-1360.0000;308
2027;District 7 Kappa;Community;Standard;2385S;-7824, -1500;-7840, -1484;-7840, -1516;-7808, -1516;-7808, -1484;-7824.0000;-1500.0000;309
2028;District 7 Kappa;Community;Standard;2386S;-7648, -1596;-7664, -1580;-7664, -1612;-7632, -1612;-7632, -1580;-7648.0000;-1596.0000;310
2029;District 7 Kappa;Community;Standard;2387S;-3904, 764;-3888, 748;-3888, 780;-3920, 780;-3920, 748;-3904.0000;764.0000;311
2030;District 7 Kappa;Community;Standard;2388S;-3728, 668;-3712, 652;-3712, 684;-3744, 684;-3744, 652;-3728.0000;668.0000;312
2031;District 7 Kappa;Community;Standard;2389S;-3200, 976;-3184, 960;-3184, 992;-3216, 992;-3216, 960;-3200.0000;976.0000;313
2032;District 7 Kappa;Community;Standard;2390S;-3200, 1168;-3184, 1152;-3184, 1184;-3216, 1184;-3216, 1152;-3200.0000;1168.0000;314
2033;District 7 Kappa;Community;Standard;2391S;-4080, 1088;-4064, 1072;-4064, 1104;-4096, 1104;-4096, 1072;-4080.0000;1088.0000;315
2034;District 7 Kappa;Community;Standard;2392S;-4080, 1280;-4064, 1264;-4064, 1296;-4096, 1296;-4096, 1264;-4080.0000;1280.0000;316
2035;District 7 Kappa;Community;Standard;2393S;-3376, 1500;-3360, 1484;-3360, 1516;-3392, 1516;-3392, 1484;-3376.0000;1500.0000;317
2036;District 7 Kappa;Community;Standard;2394S;-3552, 1596;-3536, 1580;-3536, 1612;-3568, 1612;-3568, 1580;-3552.0000;1596.0000;318
2037;District 7 Kappa;Community;Standard;2395S;-3904, -764;-3888, -748;-3888, -780;-3920, -780;-3920, -748;-3904.0000;-764.0000;319
2038;District 7 Kappa;Community;Standard;2396S;-3728, -668;-3712, -652;-3712, -684;-3744, -684;-3744, -652;-3728.0000;-668.0000;320
2039;District 7 Kappa;Community;Standard;2397S;-3200, -976;-3184, -960;-3184, -992;-3216, -992;-3216, -960;-3200.0000;-976.0000;321
2040;District 7 Kappa;Community;Standard;2398S;-3200, -1168;-3184, -1152;-3184, -1184;-3216, -1184;-3216, -1152;-3200.0000;-1168.0000;322
2041;District 7 Kappa;Community;Standard;2399S;-4080, -1088;-4064, -1072;-4064, -1104;-4096, -1104;-4096, -1072;-4080.0000;-1088.0000;323
2042;District 7 Kappa;Community;Standard;2400S;-4080, -1280;-4064, -1264;-4064, -1296;-4096, -1296;-4096, -1264;-4080.0000;-1280.0000;324
2043;District 7 Kappa;Community;Standard;2401S;-3376, -1500;-3360, -1484;-3360, -1516;-3392, -1516;-3392, -1484;-3376.0000;-1500.0000;325
2044;District 7 Kappa;Community;Standard;2402S;-3552, -1596;-3536, -1580;-3536, -1612;-3568, -1612;-3568, -1580;-3552.0000;-1596.0000;326
2045;District 7 Kappa;Community;Standard;2403S;-4000, 320;-4016, 304;-4016, 336;-3984, 336;-3984, 304;-4000.0000;320.0000;327
2046;District 7 Kappa;Community;Standard;2404S;-4160, 420;-4176, 404;-4176, 436;-4144, 436;-4144, 404;-4160.0000;420.0000;328
2047;District 7 Kappa;Community;Standard;2405S;-4000, -320;-4016, -304;-4016, -336;-3984, -336;-3984, -304;-4000.0000;-320.0000;329
2048;District 7 Kappa;Community;Standard;2406S;-4160, -420;-4176, -404;-4176, -436;-4144, -436;-4144, -404;-4160.0000;-420.0000;330
2049;District 7 Kappa;Community;Standard;2407S;-5280, 1056;-5296, 1040;-5296, 1072;-5264, 1072;-5264, 1040;-5280.0000;1056.0000;331
2050;District 7 Kappa;Community;Standard;2408S;-5440, 1136;-5456, 1120;-5456, 1152;-5424, 1152;-5424, 1120;-5440.0000;1136.0000;332
2051;District 7 Kappa;Community;Standard;2409S;-5600, 1235;-5616, 1219;-5616, 1251;-5584, 1251;-5584, 1219;-5600.0000;1235.0000;333
2052;District 7 Kappa;Community;Standard;2410S;-5920, 1056;-5904, 1040;-5904, 1072;-5936, 1072;-5936, 1040;-5920.0000;1056.0000;334
2053;District 7 Kappa;Community;Standard;2411S;-5760, 1136;-5744, 1120;-5744, 1152;-5776, 1152;-5776, 1120;-5760.0000;1136.0000;335
2054;District 7 Kappa;Community;Standard;2412S;-5280, -1056;-5296, -1040;-5296, -1072;-5264, -1072;-5264, -1040;-5280.0000;-1056.0000;336
2055;District 7 Kappa;Community;Standard;2413S;-5440, -1136;-5456, -1120;-5456, -1152;-5424, -1152;-5424, -1120;-5440.0000;-1136.0000;337
2056;District 7 Kappa;Community;Standard;2414S;-5600, -1235;-5616, -1219;-5616, -1251;-5584, -1251;-5584, -1219;-5600.0000;-1235.0000;338
2057;District 7 Kappa;Community;Standard;2415S;-5920, -1056;-5904, -1040;-5904, -1072;-5936, -1072;-5936, -1040;-5920.0000;-1056.0000;339
2058;District 7 Kappa;Community;Standard;2416S;-5760, -1136;-5744, -1120;-5744, -1152;-5776, -1152;-5776, -1120;-5760.0000;-1136.0000;340
2059;District 7 Kappa;Community;Standard;2417S;-7200, 320;-7184, 304;-7184, 336;-7216, 336;-7216, 304;-7200.0000;320.0000;341
2060;District 7 Kappa;Community;Standard;2418S;-7040, 420;-7024, 404;-7024, 436;-7056, 436;-7056, 404;-7040.0000;420.0000;342
2061;District 7 Kappa;Community;Standard;2419S;-7200, -320;-7184, -304;-7184, -336;-7216, -336;-7216, -304;-7200.0000;-320.0000;343
2062;District 7 Kappa;Community;Standard;2420S;-7040, -420;-7024, -404;-7024, -436;-7056, -436;-7056, -404;-7040.0000;-420.0000;344
2063;District 7 Kappa;Community;Standard;2421S;-4480, 320;-4464, 304;-4464, 336;-4496, 336;-4496, 304;-4480.0000;320.0000;345
2064;District 7 Kappa;Community;Standard;2422S;-4480, -320;-4464, -304;-4464, -336;-4496, -336;-4496, -304;-4480.0000;-320.0000;346
2065;District 7 Kappa;Community;Standard;2423S;-6720, 320;-6736, 304;-6736, 336;-6704, 336;-6704, 304;-6720.0000;320.0000;347
2066;District 7 Kappa;Community;Standard;2424S;-6720, -320;-6736, -304;-6736, -336;-6704, -336;-6704, -304;-6720.0000;-320.0000;348
2067;District 7 Kappa;Community;Standard;2425S;-7296, 784;-7312, 768;-7312, 800;-7280, 800;-7280, 768;-7296.0000;784.0000;349
2068;District 7 Kappa;Community;Standard;2426S;-7120, 896;-7136, 880;-7136, 912;-7104, 912;-7104, 880;-7120.0000;896.0000;350
2069;District 7 Kappa;Community;Standard;2427S;-7120, 1088;-7136, 1072;-7136, 1104;-7104, 1104;-7104, 1072;-7120.0000;1088.0000;351
2070;District 7 Kappa;Community;Standard;2428S;-7120, 1280;-7136, 1264;-7136, 1296;-7104, 1296;-7104, 1264;-7120.0000;1280.0000;352
2071;District 7 Kappa;Community;Standard;2429S;-7472, 688;-7488, 672;-7488, 704;-7456, 704;-7456, 672;-7472.0000;688.0000;353
2072;District 7 Kappa;Community;Standard;2430S;-8000, 976;-8016, 960;-8016, 992;-7984, 992;-7984, 960;-8000.0000;976.0000;354
2073;District 7 Kappa;Community;Standard;2431S;-8000, 1168;-8016, 1152;-8016, 1184;-7984, 1184;-7984, 1152;-8000.0000;1168.0000;355
2074;District 7 Kappa;Community;Standard;2432S;-8000, 1360;-8016, 1344;-8016, 1376;-7984, 1376;-7984, 1344;-8000.0000;1360.0000;356
2075;District 7 Kappa;Community;Standard;2433S;-7824, 1500;-7840, 1484;-7840, 1516;-7808, 1516;-7808, 1484;-7824.0000;1500.0000;357
2076;District 7 Kappa;Community;Standard;2434S;-7648, 1596;-7664, 1580;-7664, 1612;-7632, 1612;-7632, 1580;-7648.0000;1596.0000;358
2077;District 1 Alpha;Curiosity;Exclusive;0305E;4048, 1824;4064, 1808;4064, 1840;4032, 1840;4032, 1808;4048.0000;1824.0000;39
2078;District 1 Alpha;Curiosity;Exclusive;0306E;4080, 1824;4096, 1808;4096, 1840;4064, 1840;4064, 1808;4080.0000;1824.0000;39
2079;District 1 Alpha;Curiosity;Exclusive;0307E;4112, 1824;4128, 1808;4128, 1840;4096, 1840;4096, 1808;4112.0000;1824.0000;39
2080;District 1 Alpha;Curiosity;Exclusive;0308E;4112, 1856;4128, 1840;4128, 1872;4096, 1872;4096, 1840;4112.0000;1856.0000;39
2081;District 1 Alpha;Curiosity;Exclusive;0309E;4048, 1856;4064, 1840;4064, 1872;4032, 1872;4032, 1840;4048.0000;1856.0000;39
2082;District 1 Alpha;Curiosity;Exclusive;0310E;4048, 1888;4064, 1872;4064, 1904;4032, 1904;4032, 1872;4048.0000;1888.0000;39
2083;District 1 Alpha;Curiosity;Exclusive;0311E;4080, 1888;4096, 1872;4096, 1904;4064, 1904;4064, 1872;4080.0000;1888.0000;39
2084;District 1 Alpha;Curiosity;Exclusive;0312E;4112, 1888;4128, 1872;4128, 1904;4096, 1904;4096, 1872;4112.0000;1888.0000;39
2085;District 1 Alpha;Curiosity;Exclusive;0313E;3168, -368;3184, -352;3184, -384;3152, -384;3152, -352;3168.0000;-368.0000;40
2086;District 1 Alpha;Curiosity;Exclusive;0314E;3200, -368;3216, -352;3216, -384;3184, -384;3184, -352;3200.0000;-368.0000;40
2087;District 1 Alpha;Curiosity;Exclusive;0315E;3232, -368;3248, -352;3248, -384;3216, -384;3216, -352;3232.0000;-368.0000;40
2088;District 1 Alpha;Curiosity;Exclusive;0316E;3232, -400;3248, -384;3248, -416;3216, -416;3216, -384;3232.0000;-400.0000;40
2089;District 1 Alpha;Curiosity;Exclusive;0317E;3168, -400;3184, -384;3184, -416;3152, -416;3152, -384;3168.0000;-400.0000;40
2090;District 1 Alpha;Curiosity;Exclusive;0318E;3168, -432;3184, -416;3184, -448;3152, -448;3152, -416;3168.0000;-432.0000;40
2091;District 1 Alpha;Curiosity;Exclusive;0319E;3200, -432;3216, -416;3216, -448;3184, -448;3184, -416;3200.0000;-432.0000;40
2092;District 1 Alpha;Curiosity;Exclusive;0320E;3232, -432;3248, -416;3248, -448;3216, -448;3216, -416;3232.0000;-432.0000;40
2093;District 1 Alpha;Curiosity;Exclusive;0321E;4080, -1824;4096, -1808;4096, -1840;4064, -1840;4064, -1808;4080.0000;-1824.0000;41
2094;District 1 Alpha;Curiosity;Exclusive;0322E;4112, -1824;4128, -1808;4128, -1840;4096, -1840;4096, -1808;4112.0000;-1824.0000;41
2095;District 1 Alpha;Curiosity;Exclusive;0323E;4112, -1856;4128, -1840;4128, -1872;4096, -1872;4096, -1840;4112.0000;-1856.0000;41
2096;District 1 Alpha;Curiosity;Exclusive;0324E;4080, -1888;4096, -1872;4096, -1904;4064, -1904;4064, -1872;4080.0000;-1888.0000;41
2097;District 1 Alpha;Curiosity;Exclusive;0325E;4112, -1888;4128, -1872;4128, -1904;4096, -1904;4096, -1872;4112.0000;-1888.0000;41
2098;District 1 Alpha;Curiosity;Exclusive;0326E;6752, 1104;6736, 1088;6736, 1120;6768, 1120;6768, 1088;6752.0000;1104.0000;41
2099;District 1 Alpha;Curiosity;Exclusive;0327E;6720, 1104;6704, 1088;6704, 1120;6736, 1120;6736, 1088;6720.0000;1104.0000;41
2100;District 1 Alpha;Curiosity;Exclusive;0328E;6688, 1104;6672, 1088;6672, 1120;6704, 1120;6704, 1088;6688.0000;1104.0000;41
2101;District 1 Alpha;Curiosity;Exclusive;0329E;6688, 1136;6672, 1120;6672, 1152;6704, 1152;6704, 1120;6688.0000;1136.0000;42
2102;District 1 Alpha;Curiosity;Exclusive;0330E;6752, 1136;6736, 1120;6736, 1152;6768, 1152;6768, 1120;6752.0000;1136.0000;42
2103;District 1 Alpha;Curiosity;Exclusive;0331E;6752, 1168;6736, 1152;6736, 1184;6768, 1184;6768, 1152;6752.0000;1168.0000;42
2104;District 1 Alpha;Curiosity;Exclusive;0332E;6720, 1168;6704, 1152;6704, 1184;6736, 1184;6736, 1152;6720.0000;1168.0000;42
2105;District 1 Alpha;Curiosity;Exclusive;0333E;6688, 1168;6672, 1152;6672, 1184;6704, 1184;6704, 1152;6688.0000;1168.0000;42
2106;District 1 Alpha;Curiosity;Exclusive;0334E;3542, -32;3526, -48;3526, -16;3558, -16;3558, -48;3542.0000;-32.0000;42
2107;District 1 Alpha;Curiosity;Exclusive;0335E;3510, -32;3494, -48;3494, -16;3526, -16;3526, -48;3510.0000;-32.0000;42
2108;District 1 Alpha;Curiosity;Exclusive;0336E;3478, -32;3462, -48;3462, -16;3494, -16;3494, -48;3478.0000;-32.0000;42
2109;District 1 Alpha;Curiosity;Exclusive;0337E;3478, 0;3462, -16;3462, 16;3494, 16;3494, -16;3478.0000;0.0000;43
2110;District 1 Alpha;Curiosity;Exclusive;0338E;3542, 0;3526, -16;3526, 16;3558, 16;3558, -16;3542.0000;0.0000;43
2111;District 1 Alpha;Curiosity;Exclusive;0339E;3542, 32;3526, 16;3526, 48;3558, 48;3558, 16;3542.0000;32.0000;43
2112;District 1 Alpha;Curiosity;Exclusive;0340E;3510, 32;3494, 16;3494, 48;3526, 48;3526, 16;3510.0000;32.0000;43
2113;District 1 Alpha;Curiosity;Exclusive;0341E;3478, 32;3462, 16;3462, 48;3494, 48;3494, 16;3478.0000;32.0000;43
2114;District 1 Alpha;Curiosity;Exclusive;0342E;6368, 754;6384, 738;6384, 770;6352, 770;6352, 738;6368.0000;754.0000;43
2115;District 1 Alpha;Curiosity;Exclusive;0343E;6400, 754;6416, 738;6416, 770;6384, 770;6384, 738;6400.0000;754.0000;43
2116;District 1 Alpha;Curiosity;Exclusive;0344E;6432, 754;6448, 738;6448, 770;6416, 770;6416, 738;6432.0000;754.0000;43
2117;District 1 Alpha;Curiosity;Exclusive;0345E;6432, 786;6448, 770;6448, 802;6416, 802;6416, 770;6432.0000;786.0000;44
2118;District 1 Alpha;Curiosity;Exclusive;0346E;6368, 786;6384, 770;6384, 802;6352, 802;6352, 770;6368.0000;786.0000;44
2119;District 1 Alpha;Curiosity;Exclusive;0347E;6368, 818;6384, 802;6384, 834;6352, 834;6352, 802;6368.0000;818.0000;44
2120;District 1 Alpha;Curiosity;Exclusive;0348E;6400, 818;6416, 802;6416, 834;6384, 834;6384, 802;6400.0000;818.0000;44
2121;District 1 Alpha;Curiosity;Exclusive;0349E;6432, 818;6448, 802;6448, 834;6416, 834;6416, 802;6432.0000;818.0000;44
2122;District 1 Alpha;Curiosity;Exclusive;0350E;4832, 752;4816, 736;4816, 768;4848, 768;4848, 736;4832.0000;752.0000;44
2123;District 1 Alpha;Curiosity;Exclusive;0351E;4800, 752;4784, 736;4784, 768;4816, 768;4816, 736;4800.0000;752.0000;44
2124;District 1 Alpha;Curiosity;Exclusive;0352E;4768, 752;4752, 736;4752, 768;4784, 768;4784, 736;4768.0000;752.0000;44
2125;District 1 Alpha;Curiosity;Exclusive;0353E;4768, 784;4752, 768;4752, 800;4784, 800;4784, 768;4768.0000;784.0000;45
2126;District 1 Alpha;Curiosity;Exclusive;0354E;4832, 784;4816, 768;4816, 800;4848, 800;4848, 768;4832.0000;784.0000;45
2127;District 1 Alpha;Curiosity;Exclusive;0355E;4832, 816;4816, 800;4816, 832;4848, 832;4848, 800;4832.0000;816.0000;45
2128;District 1 Alpha;Curiosity;Exclusive;0356E;4800, 816;4784, 800;4784, 832;4816, 832;4816, 800;4800.0000;816.0000;45
2129;District 1 Alpha;Curiosity;Exclusive;0357E;4768, 816;4752, 800;4752, 832;4784, 832;4784, 800;4768.0000;816.0000;45
2130;District 1 Alpha;Curiosity;Exclusive;0358E;6368, -754;6384, -738;6384, -770;6352, -770;6352, -738;6368.0000;-754.0000;45
2131;District 1 Alpha;Curiosity;Exclusive;0359E;6400, -754;6416, -738;6416, -770;6384, -770;6384, -738;6400.0000;-754.0000;45
2132;District 1 Alpha;Curiosity;Exclusive;0360E;6432, -754;6448, -738;6448, -770;6416, -770;6416, -738;6432.0000;-754.0000;45
2133;District 1 Alpha;Curiosity;Exclusive;0361E;6432, -786;6448, -770;6448, -802;6416, -802;6416, -770;6432.0000;-786.0000;46
2134;District 1 Alpha;Curiosity;Exclusive;0362E;6368, -786;6384, -770;6384, -802;6352, -802;6352, -770;6368.0000;-786.0000;46
2135;District 2 Beta;Play;Exclusive;0671E;-1360, 3072;-1376, 3088;-1376, 3056;-1344, 3056;-1344, 3088;-1360.0000;3072.0000;84
2136;District 2 Beta;Play;Exclusive;0672E;-1392, 3072;-1408, 3088;-1408, 3056;-1376, 3056;-1376, 3088;-1392.0000;3072.0000;84
2137;District 2 Beta;Play;Exclusive;0673E;-8032, -368;-8016, -352;-8016, -384;-8048, -384;-8048, -352;-8032.0000;-368.0000;85
2138;District 2 Beta;Play;Exclusive;0674E;-8000, -368;-7984, -352;-7984, -384;-8016, -384;-8016, -352;-8000.0000;-368.0000;85
2139;District 2 Beta;Play;Exclusive;0675E;-7968, -368;-7952, -352;-7952, -384;-7984, -384;-7984, -352;-7968.0000;-368.0000;85
2140;District 2 Beta;Play;Exclusive;0676E;-7968, -400;-7952, -384;-7952, -416;-7984, -416;-7984, -384;-7968.0000;-400.0000;85
2141;District 2 Beta;Play;Exclusive;0677E;-8032, -400;-8016, -384;-8016, -416;-8048, -416;-8048, -384;-8032.0000;-400.0000;85
2142;District 2 Beta;Play;Exclusive;0678E;-8032, -432;-8016, -416;-8016, -448;-8048, -448;-8048, -416;-8032.0000;-432.0000;85
2143;District 2 Beta;Play;Exclusive;0679E;-8000, -432;-7984, -416;-7984, -448;-8016, -448;-8016, -416;-8000.0000;-432.0000;85
2144;District 2 Beta;Play;Exclusive;0680E;-7968, -432;-7952, -416;-7952, -448;-7984, -448;-7984, -416;-7968.0000;-432.0000;85
2145;District 2 Beta;Play;Exclusive;0681E;-7152, -1824;-7136, -1808;-7136, -1840;-7168, -1840;-7168, -1808;-7152.0000;-1824.0000;86
2146;District 2 Beta;Play;Exclusive;0682E;-7120, -1824;-7104, -1808;-7104, -1840;-7136, -1840;-7136, -1808;-7120.0000;-1824.0000;86
2147;District 2 Beta;Play;Exclusive;0683E;-7088, -1824;-7072, -1808;-7072, -1840;-7104, -1840;-7104, -1808;-7088.0000;-1824.0000;86
2148;District 2 Beta;Play;Exclusive;0684E;-7088, -1856;-7072, -1840;-7072, -1872;-7104, -1872;-7104, -1840;-7088.0000;-1856.0000;86
2149;District 2 Beta;Play;Exclusive;0685E;-7152, -1856;-7136, -1840;-7136, -1872;-7168, -1872;-7168, -1840;-7152.0000;-1856.0000;86
2150;District 2 Beta;Play;Exclusive;0686E;-7152, -1888;-7136, -1872;-7136, -1904;-7168, -1904;-7168, -1872;-7152.0000;-1888.0000;86
2151;District 2 Beta;Play;Exclusive;0687E;-7120, -1888;-7104, -1872;-7104, -1904;-7136, -1904;-7136, -1872;-7120.0000;-1888.0000;86
2152;District 2 Beta;Play;Exclusive;0688E;-7088, -1888;-7072, -1872;-7072, -1904;-7104, -1904;-7104, -1872;-7088.0000;-1888.0000;86
2153;District 2 Beta;Play;Exclusive;0689E;-3168, 368;-3184, 352;-3184, 384;-3152, 384;-3152, 352;-3168.0000;368.0000;87
2154;District 2 Beta;Play;Exclusive;0690E;-3200, 368;-3216, 352;-3216, 384;-3184, 384;-3184, 352;-3200.0000;368.0000;87
2155;District 2 Beta;Play;Exclusive;0691E;-3232, 368;-3248, 352;-3248, 384;-3216, 384;-3216, 352;-3232.0000;368.0000;87
2156;District 2 Beta;Play;Exclusive;0692E;-3232, 400;-3248, 384;-3248, 416;-3216, 416;-3216, 384;-3232.0000;400.0000;87
2157;District 2 Beta;Play;Exclusive;0693E;-3168, 400;-3184, 384;-3184, 416;-3152, 416;-3152, 384;-3168.0000;400.0000;87
2158;District 2 Beta;Play;Exclusive;0694E;-3168, 432;-3184, 416;-3184, 448;-3152, 448;-3152, 416;-3168.0000;432.0000;87
2159;District 2 Beta;Play;Exclusive;0695E;-3200, 432;-3216, 416;-3216, 448;-3184, 448;-3184, 416;-3200.0000;432.0000;87
2160;District 2 Beta;Play;Exclusive;0696E;-3232, 432;-3248, 416;-3248, 448;-3216, 448;-3216, 416;-3232.0000;432.0000;87
2161;District 2 Beta;Play;Exclusive;0697E;-4048, 1824;-4064, 1808;-4064, 1840;-4032, 1840;-4032, 1808;-4048.0000;1824.0000;88
2162;District 2 Beta;Play;Exclusive;0698E;-4080, 1824;-4096, 1808;-4096, 1840;-4064, 1840;-4064, 1808;-4080.0000;1824.0000;88
2163;District 2 Beta;Play;Exclusive;0699E;-4112, 1824;-4128, 1808;-4128, 1840;-4096, 1840;-4096, 1808;-4112.0000;1824.0000;88
2164;District 2 Beta;Play;Exclusive;0700E;-4112, 1856;-4128, 1840;-4128, 1872;-4096, 1872;-4096, 1840;-4112.0000;1856.0000;88
2165;District 2 Beta;Play;Exclusive;0701E;-4048, 1856;-4064, 1840;-4064, 1872;-4032, 1872;-4032, 1840;-4048.0000;1856.0000;88
2166;District 2 Beta;Play;Exclusive;0702E;-4048, 1888;-4064, 1872;-4064, 1904;-4032, 1904;-4032, 1872;-4048.0000;1888.0000;88
2167;District 2 Beta;Play;Exclusive;0703E;-4080, 1888;-4096, 1872;-4096, 1904;-4064, 1904;-4064, 1872;-4080.0000;1888.0000;88
2168;District 2 Beta;Play;Exclusive;0704E;-4112, 1888;-4128, 1872;-4128, 1904;-4096, 1904;-4096, 1872;-4112.0000;1888.0000;88
2169;District 2 Beta;Play;Exclusive;0705E;-3168, -368;-3184, -352;-3184, -384;-3152, -384;-3152, -352;-3168.0000;-368.0000;89
2170;District 2 Beta;Play;Exclusive;0706E;-3200, -368;-3216, -352;-3216, -384;-3184, -384;-3184, -352;-3200.0000;-368.0000;89
2171;District 2 Beta;Play;Exclusive;0707E;-3232, -368;-3248, -352;-3248, -384;-3216, -384;-3216, -352;-3232.0000;-368.0000;89
2172;District 2 Beta;Play;Exclusive;0708E;-3232, -400;-3248, -384;-3248, -416;-3216, -416;-3216, -384;-3232.0000;-400.0000;89
2173;District 2 Beta;Play;Exclusive;0709E;-3168, -400;-3184, -384;-3184, -416;-3152, -416;-3152, -384;-3168.0000;-400.0000;89
2174;District 2 Beta;Play;Exclusive;0710E;-3168, -432;-3184, -416;-3184, -448;-3152, -448;-3152, -416;-3168.0000;-432.0000;89
2175;District 2 Beta;Play;Exclusive;0711E;-3200, -432;-3216, -416;-3216, -448;-3184, -448;-3184, -416;-3200.0000;-432.0000;89
2176;District 2 Beta;Play;Exclusive;0712E;-3232, -432;-3248, -416;-3248, -448;-3216, -448;-3216, -416;-3232.0000;-432.0000;89
2177;District 2 Beta;Play;Exclusive;0713E;-4048, -1824;-4064, -1808;-4064, -1840;-4032, -1840;-4032, -1808;-4048.0000;-1824.0000;90
2178;District 2 Beta;Play;Exclusive;0714E;-4080, -1824;-4096, -1808;-4096, -1840;-4064, -1840;-4064, -1808;-4080.0000;-1824.0000;90
2179;District 2 Beta;Play;Exclusive;0715E;-4112, -1824;-4128, -1808;-4128, -1840;-4096, -1840;-4096, -1808;-4112.0000;-1824.0000;90
2180;District 2 Beta;Play;Exclusive;0716E;-4112, -1856;-4128, -1840;-4128, -1872;-4096, -1872;-4096, -1840;-4112.0000;-1856.0000;90
2181;District 2 Beta;Play;Exclusive;0717E;-4048, -1856;-4064, -1840;-4064, -1872;-4032, -1872;-4032, -1840;-4048.0000;-1856.0000;90
2182;District 2 Beta;Play;Exclusive;0718E;-4048, -1888;-4064, -1872;-4064, -1904;-4032, -1904;-4032, -1872;-4048.0000;-1888.0000;90
2183;District 2 Beta;Play;Exclusive;0719E;-4080, -1888;-4096, -1872;-4096, -1904;-4064, -1904;-4064, -1872;-4080.0000;-1888.0000;90
2184;District 2 Beta;Play;Exclusive;0720E;-4112, -1888;-4128, -1872;-4128, -1904;-4096, -1904;-4096, -1872;-4112.0000;-1888.0000;90
2185;District 2 Beta;Play;Exclusive;0721E;-3542, -32;-3526, -48;-3526, -16;-3558, -16;-3558, -48;-3542.0000;-32.0000;91
2186;District 2 Beta;Play;Exclusive;0722E;-3510, -32;-3494, -48;-3494, -16;-3526, -16;-3526, -48;-3510.0000;-32.0000;91
2187;District 2 Beta;Play;Exclusive;0723E;-3478, -32;-3462, -48;-3462, -16;-3494, -16;-3494, -48;-3478.0000;-32.0000;91
2188;District 2 Beta;Play;Exclusive;0724E;-3478, 0;-3462, -16;-3462, 16;-3494, 16;-3494, -16;-3478.0000;0.0000;91
2189;District 2 Beta;Play;Exclusive;0725E;-3542, 0;-3526, -16;-3526, 16;-3558, 16;-3558, -16;-3542.0000;0.0000;91
2190;District 2 Beta;Play;Exclusive;0726E;-3542, 32;-3526, 16;-3526, 48;-3558, 48;-3558, 16;-3542.0000;32.0000;91
2191;District 2 Beta;Play;Exclusive;0727E;-3510, 32;-3494, 16;-3494, 48;-3526, 48;-3526, 16;-3510.0000;32.0000;91
2192;District 2 Beta;Play;Exclusive;0728E;-3478, 32;-3462, 16;-3462, 48;-3494, 48;-3494, 16;-3478.0000;32.0000;91
2193;District 2 Beta;Play;Exclusive;0729E;-4832, 754;-4816, 738;-4816, 770;-4848, 770;-4848, 738;-4832.0000;754.0000;92
2194;District 2 Beta;Play;Exclusive;0730E;-4800, 754;-4784, 738;-4784, 770;-4816, 770;-4816, 738;-4800.0000;754.0000;92
2195;District 2 Beta;Play;Exclusive;0731E;-4768, 754;-4752, 738;-4752, 770;-4784, 770;-4784, 738;-4768.0000;754.0000;92
2196;District 2 Beta;Play;Exclusive;0732E;-4768, 786;-4752, 770;-4752, 802;-4784, 802;-4784, 770;-4768.0000;786.0000;92
2197;District 2 Beta;Play;Exclusive;0733E;-4832, 786;-4816, 770;-4816, 802;-4848, 802;-4848, 770;-4832.0000;786.0000;92
2198;District 2 Beta;Play;Exclusive;0734E;-4832, 818;-4816, 802;-4816, 834;-4848, 834;-4848, 802;-4832.0000;818.0000;92
2199;District 3 Pi;Idealism;Deluxe;1015D;1104, 1312;1088, 1296;1088, 1328;1120, 1328;1120, 1296;1104.0000;1312.0000;24
2200;District 3 Pi;Idealism;Deluxe;1016D;1104, 1344;1088, 1328;1088, 1360;1120, 1360;1120, 1328;1104.0000;1344.0000;24
